Temperature - (Celsius), Year, Statistics, Longitude, Latitude
18.39999961853, 1931, May Average, 121, 31
24.10000038147, 1931, Jun Average, 121, 31
26.700000762939, 1931, Jul Average, 121, 31
28, 1931, Aug Average, 121, 31
22.89999961853, 1931, Sep Average, 121, 31
17.200000762939, 1931, Oct Average, 121, 31
13.5, 1931, Nov Average, 121, 31
6.5, 1931, Dec Average, 121, 31
5.7000002861023, 1932, Jan Average, 121, 31
3.9000000953674, 1932, Feb Average, 121, 31
8.6999998092651, 1932, Mar Average, 121, 31
14.699999809265, 1932, Apr Average, 121, 31
19.39999961853, 1932, May Average, 121, 31
22.89999961853, 1932, Jun Average, 121, 31
28.89999961853, 1932, Jul Average, 121, 31
28.10000038147, 1932, Aug Average, 121, 31
22.5, 1932, Sep Average, 121, 31
17.300001144409, 1932, Oct Average, 121, 31
12.400000572205, 1932, Nov Average, 121, 31
7, 1932, Dec Average, 121, 31
1.7000000476837, 1933, Jan Average, 121, 31
4.7000002861023, 1933, Feb Average, 121, 31
7.7000002861023, 1933, Mar Average, 121, 31
14, 1933, Apr Average, 121, 31
20.5, 1933, May Average, 121, 31
23.60000038147, 1933, Jun Average, 121, 31
28.800001144409, 1933, Jul Average, 121, 31
28.5, 1933, Aug Average, 121, 31
24.5, 1933, Sep Average, 121, 31
18.200000762939, 1933, Oct Average, 121, 31
12.900000572205, 1933, Nov Average, 121, 31
8.5, 1933, Dec Average, 121, 31
1.6000000238419, 1934, Jan Average, 121, 31
4.9000000953674, 1934, Feb Average, 121, 31
8.6000003814697, 1934, Mar Average, 121, 31
12.800000190735, 1934, Apr Average, 121, 31
20.10000038147, 1934, May Average, 121, 31
24.89999961853, 1934, Jun Average, 121, 31
29.800001144409, 1934, Jul Average, 121, 31
29.60000038147, 1934, Aug Average, 121, 31
24, 1934, Sep Average, 121, 31
17, 1934, Oct Average, 121, 31
11.900000572205, 1934, Nov Average, 121, 31
8.6999998092651, 1934, Dec Average, 121, 31
5.2000002861023, 1935, Jan Average, 121, 31
6.5, 1935, Feb Average, 121, 31
11.60000038147, 1935, Mar Average, 121, 31
14.199999809265, 1935, Apr Average, 121, 31
20.39999961853, 1935, May Average, 121, 31
23.89999961853, 1935, Jun Average, 121, 31
28.39999961853, 1935, Jul Average, 121, 31
27.89999961853, 1935, Aug Average, 121, 31
23.39999961853, 1935, Sep Average, 121, 31
19.89999961853, 1935, Oct Average, 121, 31
13.800000190735, 1935, Nov Average, 121, 31
4.4000000953674, 1935, Dec Average, 121, 31
2.6000001430511, 1936, Jan Average, 121, 31
4.2000002861023, 1936, Feb Average, 121, 31
6.0999999046326, 1936, Mar Average, 121, 31
14.699999809265, 1936, Apr Average, 121, 31
18.300001144409, 1936, May Average, 121, 31
24.5, 1936, Jun Average, 121, 31
27.700000762939, 1936, Jul Average, 121, 31
27.700000762939, 1936, Aug Average, 121, 31
24.300001144409, 1936, Sep Average, 121, 31
19, 1936, Oct Average, 121, 31
13, 1936, Nov Average, 121, 31
6.8000001907349, 1936, Dec Average, 121, 31
