Temperature - (Celsius), Year, Statistics, Longitude, Latitude
26.700000762939, 1943, Dec Average, 106.816666, -6.2
26.300001144409, 1944, Jan Average, 106.816666, -6.2
26.39999961853, 1944, Feb Average, 106.816666, -6.2
26.60000038147, 1944, Mar Average, 106.816666, -6.2
27.10000038147, 1944, Apr Average, 106.816666, -6.2
26.5, 1944, May Average, 106.816666, -6.2
26.700000762939, 1944, Jun Average, 106.816666, -6.2
26.39999961853, 1944, Jul Average, 106.816666, -6.2
26.800001144409, 1944, Aug Average, 106.816666, -6.2
26.89999961853, 1944, Sep Average, 106.816666, -6.2
27.5, 1944, Oct Average, 106.816666, -6.2
27.5, 1944, Nov Average, 106.816666, -6.2
27, 1944, Dec Average, 106.816666, -6.2
26.800001144409, 1945, Jan Average, 106.816666, -6.2
26.700000762939, 1945, Feb Average, 106.816666, -6.2
26.800001144409, 1945, Mar Average, 106.816666, -6.2
27, 1945, Apr Average, 106.816666, -6.2
27.10000038147, 1945, May Average, 106.816666, -6.2
26.700000762939, 1945, Jun Average, 106.816666, -6.2
26.39999961853, 1945, Jul Average, 106.816666, -6.2
26.800001144409, 1945, Aug Average, 106.816666, -6.2
26.700000762939, 1945, Sep Average, 106.816666, -6.2
26.89999961853, 1945, Oct Average, 106.816666, -6.2
27.5, 1945, Nov Average, 106.816666, -6.2
27.10000038147, 1945, Dec Average, 106.816666, -6.2
27.800001144409, 1946, Jan Average, 106.816666, -6.2
27.10000038147, 1946, Feb Average, 106.816666, -6.2
27.10000038147, 1946, Mar Average, 106.816666, -6.2
27.39999961853, 1946, Apr Average, 106.816666, -6.2
26.39999961853, 1946, May Average, 106.816666, -6.2
26.89999961853, 1946, Jun Average, 106.816666, -6.2
26.700000762939, 1946, Jul Average, 106.816666, -6.2
27.200000762939, 1946, Aug Average, 106.816666, -6.2
26.800001144409, 1946, Sep Average, 106.816666, -6.2
27.60000038147, 1946, Oct Average, 106.816666, -6.2
27.5, 1946, Nov Average, 106.816666, -6.2
27.39999961853, 1946, Dec Average, 106.816666, -6.2
27.700000762939, 1947, Jan Average, 106.816666, -6.2
27.200000762939, 1947, Feb Average, 106.816666, -6.2
27.200000762939, 1947, Mar Average, 106.816666, -6.2
27.200000762939, 1947, Apr Average, 106.816666, -6.2
27.700000762939, 1947, May Average, 106.816666, -6.2
26.89999961853, 1947, Jun Average, 106.816666, -6.2
26.39999961853, 1947, Jul Average, 106.816666, -6.2
26.800001144409, 1947, Aug Average, 106.816666, -6.2
26.89999961853, 1947, Sep Average, 106.816666, -6.2
27.300001144409, 1947, Oct Average, 106.816666, -6.2
27.5, 1947, Nov Average, 106.816666, -6.2
27.800001144409, 1947, Dec Average, 106.816666, -6.2
24.89999961853, 1948, Jan Average, 106.816666, -6.2
27.10000038147, 1948, Feb Average, 106.816666, -6.2
27.60000038147, 1948, Mar Average, 106.816666, -6.2
27.5, 1948, Apr Average, 106.816666, -6.2
28.10000038147, 1948, May Average, 106.816666, -6.2
26.89999961853, 1948, Jun Average, 106.816666, -6.2
26.60000038147, 1948, Jul Average, 106.816666, -6.2
26.700000762939, 1948, Aug Average, 106.816666, -6.2
27, 1948, Sep Average, 106.816666, -6.2
28, 1948, Oct Average, 106.816666, -6.2
28, 1948, Nov Average, 106.816666, -6.2
27.300001144409, 1948, Dec Average, 106.816666, -6.2
26.5, 1949, Jan Average, 106.816666, -6.2
26.60000038147, 1949, Feb Average, 106.816666, -6.2
26.89999961853, 1949, Mar Average, 106.816666, -6.2
27.10000038147, 1949, Apr Average, 106.816666, -6.2
27, 1949, May Average, 106.816666, -6.2
26.89999961853, 1949, Jun Average, 106.816666, -6.2
26, 1949, Jul Average, 106.816666, -6.2
26.60000038147, 1949, Aug Average, 106.816666, -6.2
26.60000038147, 1949, Sep Average, 106.816666, -6.2
27.39999961853, 1949, Oct Average, 106.816666, -6.2
28, 1949, Nov Average, 106.816666, -6.2
27.10000038147, 1949, Dec Average, 106.816666, -6.2
27, 1950, Jan Average, 106.816666, -6.2
26.39999961853, 1950, Feb Average, 106.816666, -6.2
27.10000038147, 1950, Mar Average, 106.816666, -6.2
27, 1950, Apr Average, 106.816666, -6.2
27.300001144409, 1950, May Average, 106.816666, -6.2
26.5, 1950, Jun Average, 106.816666, -6.2
26, 1950, Jul Average, 106.816666, -6.2
26.39999961853, 1950, Aug Average, 106.816666, -6.2
26.5, 1950, Sep Average, 106.816666, -6.2
26.60000038147, 1950, Oct Average, 106.816666, -6.2
26.39999961853, 1950, Nov Average, 106.816666, -6.2
26.60000038147, 1950, Dec Average, 106.816666, -6.2
26.10000038147, 1951, Jan Average, 106.816666, -6.2
25.89999961853, 1951, Feb Average, 106.816666, -6.2
27.300001144409, 1951, Mar Average, 106.816666, -6.2
27.300001144409, 1951, Apr Average, 106.816666, -6.2
26.800001144409, 1951, May Average, 106.816666, -6.2
26.700000762939, 1951, Jun Average, 106.816666, -6.2
26, 1951, Jul Average, 106.816666, -6.2
26.300001144409, 1951, Aug Average, 106.816666, -6.2
27, 1951, Sep Average, 106.816666, -6.2
27.39999961853, 1951, Oct Average, 106.816666, -6.2
28.300001144409, 1951, Nov Average, 106.816666, -6.2
26.89999961853, 1951, Dec Average, 106.816666, -6.2
27, 1952, Jan Average, 106.816666, -6.2
27.10000038147, 1952, Feb Average, 106.816666, -6.2
26.700000762939, 1952, Mar Average, 106.816666, -6.2
27.39999961853, 1952, Apr Average, 106.816666, -6.2
27, 1952, May Average, 106.816666, -6.2
26.800001144409, 1952, Jun Average, 106.816666, -6.2
26.300001144409, 1952, Jul Average, 106.816666, -6.2
26.60000038147, 1952, Aug Average, 106.816666, -6.2
26.700000762939, 1952, Sep Average, 106.816666, -6.2
26.89999961853, 1952, Oct Average, 106.816666, -6.2
26.10000038147, 1952, Nov Average, 106.816666, -6.2
26.700000762939, 1952, Dec Average, 106.816666, -6.2
27, 1953, Jan Average, 106.816666, -6.2
26.700000762939, 1953, Feb Average, 106.816666, -6.2
26.89999961853, 1953, Mar Average, 106.816666, -6.2
27.200000762939, 1953, Apr Average, 106.816666, -6.2
26.800001144409, 1953, May Average, 106.816666, -6.2
26.800001144409, 1953, Jun Average, 106.816666, -6.2
26.200000762939, 1953, Jul Average, 106.816666, -6.2
26.60000038147, 1953, Aug Average, 106.816666, -6.2
27.10000038147, 1953, Sep Average, 106.816666, -6.2
28.10000038147, 1953, Oct Average, 106.816666, -6.2
27.10000038147, 1953, Nov Average, 106.816666, -6.2
27.5, 1953, Dec Average, 106.816666, -6.2
27, 1954, Jan Average, 106.816666, -6.2
26.60000038147, 1954, Feb Average, 106.816666, -6.2
27.5, 1954, Mar Average, 106.816666, -6.2
27.300001144409, 1954, Apr Average, 106.816666, -6.2
27.60000038147, 1954, May Average, 106.816666, -6.2
26.39999961853, 1954, Jun Average, 106.816666, -6.2
26.200000762939, 1954, Jul Average, 106.816666, -6.2
26.39999961853, 1954, Aug Average, 106.816666, -6.2
26.5, 1954, Sep Average, 106.816666, -6.2
26.700000762939, 1954, Oct Average, 106.816666, -6.2
25.700000762939, 1954, Nov Average, 106.816666, -6.2
26.700000762939, 1954, Dec Average, 106.816666, -6.2
26.700000762939, 1955, Jan Average, 106.816666, -6.2
26.5, 1955, Feb Average, 106.816666, -6.2
26.700000762939, 1955, Mar Average, 106.816666, -6.2
27, 1955, Apr Average, 106.816666, -6.2
27.5, 1955, May Average, 106.816666, -6.2
26.5, 1955, Jun Average, 106.816666, -6.2
25.5, 1955, Jul Average, 106.816666, -6.2
25.800001144409, 1955, Aug Average, 106.816666, -6.2
26.5, 1955, Sep Average, 106.816666, -6.2
27, 1955, Oct Average, 106.816666, -6.2
26.300001144409, 1955, Nov Average, 106.816666, -6.2
26.39999961853, 1955, Dec Average, 106.816666, -6.2
25.89999961853, 1956, Jan Average, 106.816666, -6.2
26.700000762939, 1956, Feb Average, 106.816666, -6.2
27, 1956, Mar Average, 106.816666, -6.2
27.200000762939, 1956, Apr Average, 106.816666, -6.2
27.10000038147, 1956, May Average, 106.816666, -6.2
26, 1956, Jun Average, 106.816666, -6.2
26, 1956, Jul Average, 106.816666, -6.2
26.200000762939, 1956, Aug Average, 106.816666, -6.2
26.5, 1956, Sep Average, 106.816666, -6.2
27, 1956, Oct Average, 106.816666, -6.2
26.800001144409, 1956, Nov Average, 106.816666, -6.2
26.60000038147, 1956, Dec Average, 106.816666, -6.2
26.700000762939, 1957, Jan Average, 106.816666, -6.2
26.39999961853, 1957, Feb Average, 106.816666, -6.2
26.800001144409, 1957, Mar Average, 106.816666, -6.2
27.60000038147, 1957, Apr Average, 106.816666, -6.2
27.39999961853, 1957, May Average, 106.816666, -6.2
26.800001144409, 1957, Jun Average, 106.816666, -6.2
26.10000038147, 1957, Jul Average, 106.816666, -6.2
26.39999961853, 1957, Aug Average, 106.816666, -6.2
27, 1957, Sep Average, 106.816666, -6.2
27.800001144409, 1957, Oct Average, 106.816666, -6.2
27.800001144409, 1957, Nov Average, 106.816666, -6.2
27, 1957, Dec Average, 106.816666, -6.2
27.200000762939, 1958, Jan Average, 106.816666, -6.2
26.800001144409, 1958, Feb Average, 106.816666, -6.2
27.200000762939, 1958, Mar Average, 106.816666, -6.2
27.60000038147, 1958, Apr Average, 106.816666, -6.2
28, 1958, May Average, 106.816666, -6.2
27, 1958, Jun Average, 106.816666, -6.2
26.300001144409, 1958, Jul Average, 106.816666, -6.2
26.300001144409, 1958, Aug Average, 106.816666, -6.2
27, 1958, Sep Average, 106.816666, -6.2
27.39999961853, 1958, Oct Average, 106.816666, -6.2
25.89999961853, 1958, Nov Average, 106.816666, -6.2
26.300001144409, 1958, Dec Average, 106.816666, -6.2
26.60000038147, 1959, Jan Average, 106.816666, -6.2
27.10000038147, 1959, Feb Average, 106.816666, -6.2
26.800001144409, 1959, Mar Average, 106.816666, -6.2
27.10000038147, 1959, Apr Average, 106.816666, -6.2
28, 1959, May Average, 106.816666, -6.2
26.60000038147, 1959, Jun Average, 106.816666, -6.2
25.89999961853, 1959, Jul Average, 106.816666, -6.2
26.200000762939, 1959, Aug Average, 106.816666, -6.2
27, 1959, Sep Average, 106.816666, -6.2
27.800001144409, 1959, Oct Average, 106.816666, -6.2
27.800001144409, 1959, Nov Average, 106.816666, -6.2
26.800001144409, 1959, Dec Average, 106.816666, -6.2
26.10000038147, 1960, Jan Average, 106.816666, -6.2
26.200000762939, 1960, Feb Average, 106.816666, -6.2
26.89999961853, 1960, Mar Average, 106.816666, -6.2
26.89999961853, 1960, Apr Average, 106.816666, -6.2
27.10000038147, 1960, May Average, 106.816666, -6.2
26.800001144409, 1960, Jun Average, 106.816666, -6.2
26.60000038147, 1960, Jul Average, 106.816666, -6.2
27, 1960, Aug Average, 106.816666, -6.2
27.10000038147, 1960, Sep Average, 106.816666, -6.2
27.60000038147, 1960, Oct Average, 106.816666, -6.2
26.800001144409, 1960, Nov Average, 106.816666, -6.2
27.200000762939, 1960, Dec Average, 106.816666, -6.2
26.300001144409, 1961, Jan Average, 106.816666, -6.2
26.60000038147, 1961, Feb Average, 106.816666, -6.2
27.300001144409, 1961, Mar Average, 106.816666, -6.2
27.200000762939, 1961, Apr Average, 106.816666, -6.2
27.300001144409, 1961, May Average, 106.816666, -6.2
26.39999961853, 1961, Jun Average, 106.816666, -6.2
26, 1961, Jul Average, 106.816666, -6.2
26.200000762939, 1961, Aug Average, 106.816666, -6.2
26.60000038147, 1961, Sep Average, 106.816666, -6.2
27.10000038147, 1961, Oct Average, 106.816666, -6.2
27.300001144409, 1961, Nov Average, 106.816666, -6.2
27.10000038147, 1961, Dec Average, 106.816666, -6.2
26.300001144409, 1962, Jan Average, 106.816666, -6.2
26.300001144409, 1962, Feb Average, 106.816666, -6.2
26.700000762939, 1962, Mar Average, 106.816666, -6.2
27, 1962, Apr Average, 106.816666, -6.2
27.10000038147, 1962, May Average, 106.816666, -6.2
26.39999961853, 1962, Jun Average, 106.816666, -6.2
26.39999961853, 1962, Jul Average, 106.816666, -6.2
26.200000762939, 1962, Aug Average, 106.816666, -6.2
26.700000762939, 1962, Sep Average, 106.816666, -6.2
27.300001144409, 1962, Oct Average, 106.816666, -6.2
27.39999961853, 1962, Nov Average, 106.816666, -6.2
26.60000038147, 1962, Dec Average, 106.816666, -6.2
25.800001144409, 1963, Jan Average, 106.816666, -6.2
25.89999961853, 1963, Feb Average, 106.816666, -6.2
26.39999961853, 1963, Mar Average, 106.816666, -6.2
27.39999961853, 1963, Apr Average, 106.816666, -6.2
27.300001144409, 1963, May Average, 106.816666, -6.2
26.89999961853, 1963, Jun Average, 106.816666, -6.2
26.10000038147, 1963, Jul Average, 106.816666, -6.2
26, 1963, Aug Average, 106.816666, -6.2
26.60000038147, 1963, Sep Average, 106.816666, -6.2
27.89999961853, 1963, Oct Average, 106.816666, -6.2
27.89999961853, 1963, Nov Average, 106.816666, -6.2
27.300001144409, 1963, Dec Average, 106.816666, -6.2
27.5, 1964, Jan Average, 106.816666, -6.2
27.39999961853, 1964, Feb Average, 106.816666, -6.2
26.89999961853, 1964, Mar Average, 106.816666, -6.2
27.10000038147, 1964, Apr Average, 106.816666, -6.2
27.60000038147, 1964, May Average, 106.816666, -6.2
26.5, 1964, Jun Average, 106.816666, -6.2
26.39999961853, 1964, Jul Average, 106.816666, -6.2
26.5, 1964, Aug Average, 106.816666, -6.2
26.800001144409, 1964, Sep Average, 106.816666, -6.2
26.39999961853, 1964, Oct Average, 106.816666, -6.2
26.89999961853, 1964, Nov Average, 106.816666, -6.2
26.60000038147, 1964, Dec Average, 106.816666, -6.2
25.60000038147, 1965, Jan Average, 106.816666, -6.2
26.60000038147, 1965, Feb Average, 106.816666, -6.2
26.5, 1965, Mar Average, 106.816666, -6.2
27, 1965, Apr Average, 106.816666, -6.2
27.10000038147, 1965, May Average, 106.816666, -6.2
26.700000762939, 1965, Jun Average, 106.816666, -6.2
26.10000038147, 1965, Jul Average, 106.816666, -6.2
26.5, 1965, Aug Average, 106.816666, -6.2
26.89999961853, 1965, Sep Average, 106.816666, -6.2
26.60000038147, 1965, Oct Average, 106.816666, -6.2
28.200000762939, 1965, Nov Average, 106.816666, -6.2
27.300001144409, 1965, Dec Average, 106.816666, -6.2
27, 1966, Jan Average, 106.816666, -6.2
26.89999961853, 1966, Feb Average, 106.816666, -6.2
27.10000038147, 1966, Mar Average, 106.816666, -6.2
27.700000762939, 1966, Apr Average, 106.816666, -6.2
27.800001144409, 1966, May Average, 106.816666, -6.2
26.5, 1966, Jun Average, 106.816666, -6.2
25.89999961853, 1966, Jul Average, 106.816666, -6.2
26.89999961853, 1966, Aug Average, 106.816666, -6.2
27.5, 1966, Sep Average, 106.816666, -6.2
27.300001144409, 1966, Oct Average, 106.816666, -6.2
27.800001144409, 1966, Nov Average, 106.816666, -6.2
26.700000762939, 1966, Dec Average, 106.816666, -6.2
27.5, 1967, Jan Average, 106.816666, -6.2
26.39999961853, 1967, Feb Average, 106.816666, -6.2
26.89999961853, 1967, Mar Average, 106.816666, -6.2
26.5, 1967, Apr Average, 106.816666, -6.2
27.200000762939, 1967, May Average, 106.816666, -6.2
26.700000762939, 1967, Jun Average, 106.816666, -6.2
25.700000762939, 1967, Jul Average, 106.816666, -6.2
26.89999961853, 1967, Aug Average, 106.816666, -6.2
27.10000038147, 1967, Sep Average, 106.816666, -6.2
28, 1967, Oct Average, 106.816666, -6.2
27.800001144409, 1967, Nov Average, 106.816666, -6.2
26.60000038147, 1967, Dec Average, 106.816666, -6.2
26.300001144409, 1968, Jan Average, 106.816666, -6.2
25.60000038147, 1968, Feb Average, 106.816666, -6.2
27, 1968, Mar Average, 106.816666, -6.2
27.300001144409, 1968, Apr Average, 106.816666, -6.2
27.39999961853, 1968, May Average, 106.816666, -6.2
26.60000038147, 1968, Jun Average, 106.816666, -6.2
26.200000762939, 1968, Jul Average, 106.816666, -6.2
25.800001144409, 1968, Aug Average, 106.816666, -6.2
27.200000762939, 1968, Sep Average, 106.816666, -6.2
27.800001144409, 1968, Oct Average, 106.816666, -6.2
27.800001144409, 1968, Nov Average, 106.816666, -6.2
26.800001144409, 1968, Dec Average, 106.816666, -6.2
26.800001144409, 1969, Jan Average, 106.816666, -6.2
27.200000762939, 1969, Feb Average, 106.816666, -6.2
27.700000762939, 1969, Mar Average, 106.816666, -6.2
27.700000762939, 1969, Apr Average, 106.816666, -6.2
27.800001144409, 1969, May Average, 106.816666, -6.2
27, 1969, Jun Average, 106.816666, -6.2
26.800001144409, 1969, Jul Average, 106.816666, -6.2
26.89999961853, 1969, Aug Average, 106.816666, -6.2
26.89999961853, 1969, Sep Average, 106.816666, -6.2
27.700000762939, 1969, Oct Average, 106.816666, -6.2
28.10000038147, 1969, Nov Average, 106.816666, -6.2
27.200000762939, 1969, Dec Average, 106.816666, -6.2
27, 1970, Jan Average, 106.816666, -6.2
27, 1970, Feb Average, 106.816666, -6.2
27.5, 1970, Mar Average, 106.816666, -6.2
27.39999961853, 1970, Apr Average, 106.816666, -6.2
27.60000038147, 1970, May Average, 106.816666, -6.2
26.89999961853, 1970, Jun Average, 106.816666, -6.2
26.800001144409, 1970, Jul Average, 106.816666, -6.2
26.800001144409, 1970, Aug Average, 106.816666, -6.2
27.10000038147, 1970, Sep Average, 106.816666, -6.2
27.60000038147, 1970, Oct Average, 106.816666, -6.2
27.5, 1970, Nov Average, 106.816666, -6.2
26.700000762939, 1970, Dec Average, 106.816666, -6.2
26.89999961853, 1971, Jan Average, 106.816666, -6.2
26.60000038147, 1971, Feb Average, 106.816666, -6.2
27.200000762939, 1971, Mar Average, 106.816666, -6.2
27.800001144409, 1971, Apr Average, 106.816666, -6.2
27.5, 1971, May Average, 106.816666, -6.2
26.89999961853, 1971, Jun Average, 106.816666, -6.2
26.700000762939, 1971, Jul Average, 106.816666, -6.2
27.200000762939, 1971, Aug Average, 106.816666, -6.2
27.800001144409, 1971, Sep Average, 106.816666, -6.2
27.39999961853, 1971, Oct Average, 106.816666, -6.2
26.5, 1971, Nov Average, 106.816666, -6.2
27.39999961853, 1971, Dec Average, 106.816666, -6.2
26.200000762939, 1972, Jan Average, 106.816666, -6.2
27.300001144409, 1972, Feb Average, 106.816666, -6.2
26.89999961853, 1972, Mar Average, 106.816666, -6.2
27.700000762939, 1972, Apr Average, 106.816666, -6.2
27.39999961853, 1972, May Average, 106.816666, -6.2
27.39999961853, 1972, Jun Average, 106.816666, -6.2
26.700000762939, 1972, Jul Average, 106.816666, -6.2
27.5, 1972, Aug Average, 106.816666, -6.2
27.60000038147, 1972, Sep Average, 106.816666, -6.2
28.700000762939, 1972, Oct Average, 106.816666, -6.2
28.300001144409, 1972, Nov Average, 106.816666, -6.2
28.5, 1972, Dec Average, 106.816666, -6.2
27.700000762939, 1973, Jan Average, 106.816666, -6.2
27.800001144409, 1973, Feb Average, 106.816666, -6.2
27.700000762939, 1973, Mar Average, 106.816666, -6.2
28.39999961853, 1973, Apr Average, 106.816666, -6.2
27.5, 1973, May Average, 106.816666, -6.2
27.60000038147, 1973, Jun Average, 106.816666, -6.2
27.39999961853, 1973, Jul Average, 106.816666, -6.2
27.5, 1973, Aug Average, 106.816666, -6.2
27.300001144409, 1973, Sep Average, 106.816666, -6.2
28, 1973, Oct Average, 106.816666, -6.2
27.200000762939, 1973, Nov Average, 106.816666, -6.2
27.300001144409, 1973, Dec Average, 106.816666, -6.2
26, 1974, Jan Average, 106.816666, -6.2
26.60000038147, 1974, Feb Average, 106.816666, -6.2
26.89999961853, 1974, Mar Average, 106.816666, -6.2
27.700000762939, 1974, Apr Average, 106.816666, -6.2
27.200000762939, 1974, May Average, 106.816666, -6.2
26.60000038147, 1974, Jun Average, 106.816666, -6.2
26.39999961853, 1974, Jul Average, 106.816666, -6.2
26.60000038147, 1974, Aug Average, 106.816666, -6.2
27.39999961853, 1974, Sep Average, 106.816666, -6.2
28, 1974, Oct Average, 106.816666, -6.2
27.200000762939, 1974, Nov Average, 106.816666, -6.2
27.60000038147, 1974, Dec Average, 106.816666, -6.2
27.60000038147, 1975, Jan Average, 106.816666, -6.2
27, 1975, Feb Average, 106.816666, -6.2
27.5, 1975, Mar Average, 106.816666, -6.2
28, 1975, Apr Average, 106.816666, -6.2
27.200000762939, 1975, May Average, 106.816666, -6.2
27.10000038147, 1975, Jun Average, 106.816666, -6.2
27, 1975, Jul Average, 106.816666, -6.2
27.39999961853, 1975, Aug Average, 106.816666, -6.2
27.200000762939, 1975, Sep Average, 106.816666, -6.2
27.39999961853, 1975, Oct Average, 106.816666, -6.2
26.89999961853, 1975, Nov Average, 106.816666, -6.2
27.39999961853, 1975, Dec Average, 106.816666, -6.2
25.60000038147, 1976, Jan Average, 106.816666, -6.2
26.200000762939, 1976, Feb Average, 106.816666, -6.2
26.700000762939, 1976, Mar Average, 106.816666, -6.2
27.200000762939, 1976, Apr Average, 106.816666, -6.2
27.39999961853, 1976, May Average, 106.816666, -6.2
26.700000762939, 1976, Jun Average, 106.816666, -6.2
26.300001144409, 1976, Jul Average, 106.816666, -6.2
26.89999961853, 1976, Aug Average, 106.816666, -6.2
27, 1976, Sep Average, 106.816666, -6.2
27.39999961853, 1976, Oct Average, 106.816666, -6.2
27.200000762939, 1976, Nov Average, 106.816666, -6.2
27.5, 1976, Dec Average, 106.816666, -6.2
26.60000038147, 1977, Jan Average, 106.816666, -6.2
26.200000762939, 1977, Feb Average, 106.816666, -6.2
26.800001144409, 1977, Mar Average, 106.816666, -6.2
27.5, 1977, Apr Average, 106.816666, -6.2
27.5, 1977, May Average, 106.816666, -6.2
26.5, 1977, Jun Average, 106.816666, -6.2
26.700000762939, 1977, Jul Average, 106.816666, -6.2
26.800001144409, 1977, Aug Average, 106.816666, -6.2
27, 1977, Sep Average, 106.816666, -6.2
28.300001144409, 1977, Oct Average, 106.816666, -6.2
27.60000038147, 1977, Nov Average, 106.816666, -6.2
27.200000762939, 1977, Dec Average, 106.816666, -6.2
26.89999961853, 1978, Jan Average, 106.816666, -6.2
27.10000038147, 1978, Feb Average, 106.816666, -6.2
27.300001144409, 1978, Mar Average, 106.816666, -6.2
27.60000038147, 1978, Apr Average, 106.816666, -6.2
27.5, 1978, May Average, 106.816666, -6.2
26.700000762939, 1978, Jun Average, 106.816666, -6.2
26.5, 1978, Jul Average, 106.816666, -6.2
26.800001144409, 1978, Aug Average, 106.816666, -6.2
26.800001144409, 1978, Sep Average, 106.816666, -6.2
27.200000762939, 1978, Oct Average, 106.816666, -6.2
27.10000038147, 1978, Nov Average, 106.816666, -6.2
26.800001144409, 1978, Dec Average, 106.816666, -6.2
26.800001144409, 1979, Jan Average, 106.816666, -6.2
27.200000762939, 1979, Feb Average, 106.816666, -6.2
27.39999961853, 1979, Mar Average, 106.816666, -6.2
27.60000038147, 1979, Apr Average, 106.816666, -6.2
27.700000762939, 1979, May Average, 106.816666, -6.2
26.89999961853, 1979, Jun Average, 106.816666, -6.2
26.700000762939, 1979, Jul Average, 106.816666, -6.2
26.89999961853, 1979, Aug Average, 106.816666, -6.2
27.10000038147, 1979, Sep Average, 106.816666, -6.2
27.700000762939, 1979, Oct Average, 106.816666, -6.2
27.60000038147, 1979, Nov Average, 106.816666, -6.2
26.300001144409, 1979, Dec Average, 106.816666, -6.2
26.60000038147, 1980, Jan Average, 106.816666, -6.2
26.800001144409, 1980, Feb Average, 106.816666, -6.2
27.200000762939, 1980, Mar Average, 106.816666, -6.2
27.700000762939, 1980, Apr Average, 106.816666, -6.2
27.800001144409, 1980, May Average, 106.816666, -6.2
27.5, 1980, Jun Average, 106.816666, -6.2
27.300001144409, 1980, Jul Average, 106.816666, -6.2
26.5, 1980, Aug Average, 106.816666, -6.2
26.89999961853, 1980, Sep Average, 106.816666, -6.2
27.5, 1980, Oct Average, 106.816666, -6.2
27.60000038147, 1980, Nov Average, 106.816666, -6.2
26.800001144409, 1980, Dec Average, 106.816666, -6.2
25.89999961853, 1981, Jan Average, 106.816666, -6.2
26.800001144409, 1981, Feb Average, 106.816666, -6.2
27.39999961853, 1981, Mar Average, 106.816666, -6.2
27.5, 1981, Apr Average, 106.816666, -6.2
27.89999961853, 1981, May Average, 106.816666, -6.2
27.39999961853, 1981, Jun Average, 106.816666, -6.2
27.39999961853, 1981, Jul Average, 106.816666, -6.2
28, 1981, Aug Average, 106.816666, -6.2
27.10000038147, 1981, Sep Average, 106.816666, -6.2
27.89999961853, 1981, Oct Average, 106.816666, -6.2
27.89999961853, 1981, Nov Average, 106.816666, -6.2
27.10000038147, 1981, Dec Average, 106.816666, -6.2
26.300001144409, 1982, Jan Average, 106.816666, -6.2
27, 1982, Feb Average, 106.816666, -6.2
26.89999961853, 1982, Mar Average, 106.816666, -6.2
27.300001144409, 1982, Apr Average, 106.816666, -6.2
27.39999961853, 1982, May Average, 106.816666, -6.2
27, 1982, Jun Average, 106.816666, -6.2
26.60000038147, 1982, Jul Average, 106.816666, -6.2
26.700000762939, 1982, Aug Average, 106.816666, -6.2
27, 1982, Sep Average, 106.816666, -6.2
27.89999961853, 1982, Oct Average, 106.816666, -6.2
28.300001144409, 1982, Nov Average, 106.816666, -6.2
27.5, 1982, Dec Average, 106.816666, -6.2
26.89999961853, 1983, Jan Average, 106.816666, -6.2
27.300001144409, 1983, Feb Average, 106.816666, -6.2
27.800001144409, 1983, Mar Average, 106.816666, -6.2
28, 1983, Apr Average, 106.816666, -6.2
27.700000762939, 1983, May Average, 106.816666, -6.2
27.60000038147, 1983, Jun Average, 106.816666, -6.2
26.89999961853, 1983, Jul Average, 106.816666, -6.2
27.200000762939, 1983, Aug Average, 106.816666, -6.2
27.5, 1983, Sep Average, 106.816666, -6.2
27.800001144409, 1983, Oct Average, 106.816666, -6.2
27.10000038147, 1983, Nov Average, 106.816666, -6.2
27.200000762939, 1983, Dec Average, 106.816666, -6.2
26.39999961853, 1984, Jan Average, 106.816666, -6.2
26.10000038147, 1984, Feb Average, 106.816666, -6.2
26.5, 1984, Mar Average, 106.816666, -6.2
27.10000038147, 1984, Apr Average, 106.816666, -6.2
27.200000762939, 1984, May Average, 106.816666, -6.2
27, 1984, Jun Average, 106.816666, -6.2
26.5, 1984, Jul Average, 106.816666, -6.2
26.700000762939, 1984, Aug Average, 106.816666, -6.2
26.700000762939, 1984, Sep Average, 106.816666, -6.2
27.200000762939, 1984, Oct Average, 106.816666, -6.2
26.60000038147, 1984, Nov Average, 106.816666, -6.2
26.60000038147, 1984, Dec Average, 106.816666, -6.2
26.800001144409, 1985, Jan Average, 106.816666, -6.2
27.10000038147, 1985, Feb Average, 106.816666, -6.2
27.10000038147, 1985, Mar Average, 106.816666, -6.2
27.10000038147, 1985, Apr Average, 106.816666, -6.2
27.700000762939, 1985, May Average, 106.816666, -6.2
27, 1985, Jun Average, 106.816666, -6.2
26.39999961853, 1985, Jul Average, 106.816666, -6.2
27.200000762939, 1985, Aug Average, 106.816666, -6.2
27.10000038147, 1985, Sep Average, 106.816666, -6.2
27.60000038147, 1985, Oct Average, 106.816666, -6.2
27.5, 1985, Nov Average, 106.816666, -6.2
27.200000762939, 1985, Dec Average, 106.816666, -6.2
26.200000762939, 1986, Jan Average, 106.816666, -6.2
26.700000762939, 1986, Feb Average, 106.816666, -6.2
26.89999961853, 1986, Mar Average, 106.816666, -6.2
27.300001144409, 1986, Apr Average, 106.816666, -6.2
27.700000762939, 1986, May Average, 106.816666, -6.2
27.39999961853, 1986, Jun Average, 106.816666, -6.2
27.200000762939, 1986, Jul Average, 106.816666, -6.2
27.10000038147, 1986, Aug Average, 106.816666, -6.2
27.5, 1986, Sep Average, 106.816666, -6.2
27.39999961853, 1986, Oct Average, 106.816666, -6.2
27.200000762939, 1986, Nov Average, 106.816666, -6.2
27.39999961853, 1986, Dec Average, 106.816666, -6.2
