Country,Data source,Sector,Gas,Unit,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Saint Lucia,CAIT,Total including LUCF,CO2,MtCO₂e,0.4,0.38,0.41,0.39,0.35,0.56,0.42,0.62,1.27,0.54,0.53,0.63,0.36,0.4,0.41,0.36,0.4,0.32,0.33,0.32,0.28,0.28,0.27,0.24,0.22,0.23,0.14,0.13
Saint Lucia,CAIT,Transportation,CO2,MtCO₂e,0.09,0.07,0.11,0.09,0.05,0.12,0.08,0.12,0.29,0.05,0.05,0.15,0.13,0.17,0.16,0.14,0.16,0.14,0.15,0.16,0.13,0.15,0.13,0.13,0.12,0.12,0.07,0.07
Saint Vincent and the Grenadines,CAIT,Total including LUCF,CO2,MtCO₂e,0.29,0.29,0.24,0.31,0.23,0.42,0.25,0.43,1.17,0.4,0.48,0.43,0.2,0.2,0.19,0.18,0.16,0.06,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,-0.02,-0.03
Saint Vincent and the Grenadines,CAIT,Transportation,CO2,MtCO₂e,0.14,0.14,0.09,0.17,0.11,0.25,0.13,0.15,0.68,0.12,0.19,0.15,0.14,0.15,0.14,0.13,0.12,0.09,0.11,0.12,0.09,0.08,0.09,0.07,0.07,0.07,0.05,0.05
Samoa,CAIT,Total including LUCF,CO2,MtCO₂e,0.3,0.3,0.24,0.21,0.2,0.2,0.2,-0.35,-0.35,-0.36,-0.35,-0.35,0.08,0.06,0.05,0.05,0.04,-1.91,-1.92,-1.92,-1.92,-1.93,-1.93,-1.94,-1.94,-1.94,-1.95,-1.95
Samoa,CAIT,Transportation,CO2,MtCO₂e,0.17,0.17,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07
Sao Tome and Principe,CAIT,Total including LUCF,CO2,MtCO₂e,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.4,0.39,0.38,0.38,0.38,0.08,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05
Sao Tome and Principe,CAIT,Transportation,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Saudi Arabia,CAIT,Total including LUCF,CO2,MtCO₂e,540.7,556.74,561.14,536.81,499.38,488.75,456.67,439.23,399.63,382.24,347.53,328.35,308.97,294.21,278.11,266.91,248.6,244.34,234.53,230.41,214.93,234.09,222.4,218.79,206.21,199.35,186.61,166.39
Saudi Arabia,CAIT,Transportation,CO2,MtCO₂e,142.91,146.45,146.94,136.72,128.91,126.81,116.54,105.4,101.55,98.53,91.26,81.86,75.75,72.17,68.68,66.42,62.72,60.94,58.13,57.91,57.72,56.87,54.13,61.24,57.44,54.53,51.47,49.4
Senegal,CAIT,Total including LUCF,CO2,MtCO₂e,13.97,14.32,13.68,12.97,12.41,11.86,11.97,12.89,12.52,12.27,12.07,11.43,12.27,11.99,11.09,11.18,11.05,11.03,10.93,10.56,10.18,9.89,9.73,9.57,9.47,9.54,9.3,9.29
Senegal,CAIT,Transportation,CO2,MtCO₂e,2.4,2.96,2.72,2.45,2.33,2.1,2.2,2.06,1.95,2.19,2.03,1.55,1.46,1.52,1.41,1.28,1.17,1.17,1.1,1.02,0.92,0.85,0.79,0.74,0.76,0.79,0.75,0.73
Serbia,CAIT,Total including LUCF,CO2,MtCO₂e,45.58,44.93,43.84,37.4,44.83,44.13,49.49,-18.16,-17.75,-13.47,-12.24,-11.06,46.59,52.63,48.19,44.79,41.25,39.31,36.1,52.61,52.59,48.01,40.65,34.96,38.53,44.22,47.52,57.22
Serbia,CAIT,Transportation,CO2,MtCO₂e,6.24,5.97,5.83,5.9,5.65,5.12,5.82,6.44,6.4,6.82,5.54,7.09,6.56,6.28,4.92,4.49,3.7,2.33,2.59,4.9,6.32,4.59,2.73,2.63,2.7,2.26,3.19,4.47
Seychelles,CAIT,Total including LUCF,CO2,MtCO₂e,0.59,0.54,0.5,0.46,0.41,0.45,0.4,0.44,0.51,0.7,0.65,0.74,0.7,0.75,0.55,0.54,0.64,0.58,0.52,0.44,0.35,0.24,0.2,0.21,0.19,0.18,0.18,0.15
Seychelles,CAIT,Transportation,CO2,MtCO₂e,0.15,0.12,0.11,0.11,0.09,0.09,0.08,0.1,0.11,0.1,0.08,0.05,0.06,0.12,0.06,0.06,0.06,0.04,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.05,0.04,0.03
Sierra Leone,CAIT,Total including LUCF,CO2,MtCO₂e,6.65,6.64,6.62,6.86,6.75,6.57,6.45,6.28,6.24,6.24,6.23,6.32,6.18,6.26,6.28,6.23,6.13,6.09,5.84,5.96,5.92,5.99,5.95,6.18,6.16,6.15,6.05,6.03
Sierra Leone,CAIT,Transportation,CO2,MtCO₂e,0.47,0.47,0.46,0.56,0.5,0.41,0.41,0.35,0.29,0.26,0.29,0.3,0.25,0.21,0.2,0.15,0.12,0.16,0.03,0.07,0.07,0.09,0.08,0.14,0.13,0.13,0.12,0.11
Singapore,CAIT,Total including LUCF,CO2,MtCO₂e,47.47,46.2,45.54,44.5,43.96,43.74,44.81,42.48,38.9,38.49,38.35,37.24,36.94,39.66,38.26,41.41,42.32,42.56,38.45,37.97,39.48,39.84,38.86,39.22,37.36,32.16,31.27,29.71
Singapore,CAIT,Transportation,CO2,MtCO₂e,7.08,7.18,7.22,6.73,6.51,7.01,7.25,6.79,6.7,6.12,6.01,5.81,5.59,5.41,5.31,5.29,5.32,5.22,5.14,5.08,5.07,5.11,5.65,5.14,4.72,4.76,4.93,4.07
Slovakia,CAIT,Total including LUCF,CO2,MtCO₂e,28.48,26.4,25.65,25.35,27.84,27.27,29.03,29.03,27.42,30.63,30.8,31.46,29.31,28.23,29.14,28.87,29.38,28.17,30.76,31.5,32.37,32.27,32.47,31.8,34.42,36.17,38.01,44.89
Slovakia,CAIT,Transportation,CO2,MtCO₂e,7.8,6.74,5.97,6.06,6.48,6.47,7.12,7.15,6.32,7.33,6.69,6.11,6.51,5.93,5.63,6.15,5.35,4.06,4.25,4.18,4.11,3.52,3.8,3.36,2.94,3.55,3.39,4.09
Slovenia,CAIT,Total including LUCF,CO2,MtCO₂e,7.98,7.77,7.01,7.02,8.44,9.01,9.58,8.03,7.76,9.61,8.52,8.53,5.66,5.44,5.15,5.25,5.11,7.79,8.16,8.75,8.97,8.54,7.72,6.85,6.8,6.07,5.98,6.77
Slovenia,CAIT,Transportation,CO2,MtCO₂e,5.77,5.65,5.28,5.3,5.29,5.58,5.57,5.21,5.08,6.06,5.15,4.55,4.31,4.04,3.86,3.8,3.69,3.53,3.59,3.79,4.56,4.36,3.84,3.45,3.09,2.56,2.48,2.62
Solomon Islands,CAIT,Total including LUCF,CO2,MtCO₂e,2.33,2.34,2.29,2.32,2.37,2.34,2.33,1.96,1.95,1.94,1.95,1.95,2.02,1.99,1.96,1.95,1.93,1.92,1.92,1.91,1.9,1.89,1.88,1.88,1.86,1.86,1.85,1.84
Solomon Islands,CAIT,Transportation,CO2,MtCO₂e,0.22,0.23,0.19,0.22,0.27,0.25,0.25,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.18,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.12,0.11,0.11,0.1
Somalia,CAIT,Total including LUCF,CO2,MtCO₂e,13.86,13.86,13.85,13.85,13.85,13.83,13.83,16.03,16.01,16.02,16.02,15.98,18.18,18.18,18.18,18.17,18.11,16.25,16.26,16.28,16.31,16.34,16.36,16.4,16.41,16.45,16.47,16.5
Somalia,CAIT,Transportation,CO2,MtCO₂e,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.18,0.2,0.21,0.22,0.24,0.26,0.27,0.29,0.31
South Africa,CAIT,Total including LUCF,CO2,MtCO₂e,435.8,425.84,427.28,450.63,438.66,429.12,411.2,427.43,406.64,428.53,398.87,381.61,380.09,381.94,355.05,333.37,321.79,285.75,279.49,297.7,289.86,274.97,266.18,254.0,248.41,240.81,244.32,249.64
South Africa,CAIT,Transportation,CO2,MtCO₂e,56.71,51.51,53.91,51.33,53.74,48.84,48.78,46.5,45.07,47.05,48.75,44.35,43.2,41.26,38.98,36.79,36.01,35.18,35.36,34.89,35.23,34.32,35.17,31.33,30.23,30.06,29.57,29.55
South Korea,CAIT,Total including LUCF,CO2,MtCO₂e,585.75,575.18,566.91,546.4,558.04,559.36,557.69,525.86,476.99,464.79,453.1,438.54,436.82,441.63,421.34,418.67,427.26,421.22,366.47,331.2,396.01,374.41,349.84,318.76,292.17,261.74,239.58,214.78
South Korea,CAIT,Transportation,CO2,MtCO₂e,103.47,101.31,98.4,92.46,90.88,87.58,85.13,86.61,85.07,84.17,88.64,85.96,86.07,88.95,88.3,86.38,80.98,77.78,71.8,65.17,78.07,76.37,72.47,64.57,61.5,54.52,49.04,43.74
South Sudan,CAIT,Total including LUCF,CO2,MtCO₂e,112.71,112.93,109.89,64.29,126.7,191.32,196.24,154.75,221.24,144.86,137.58,141.13,219.2,244.44,198.93,261.67,214.29,124.04,121.77,126.57,120.5,118.42,145.32,145.32,145.32,145.32,145.32,145.32
South Sudan,CAIT,Transportation,CO2,MtCO₂e,0.74,0.95,1.02,0.97,0.94,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spain,CAIT,Total including LUCF,CO2,MtCO₂e,230.31,213.9,223.16,207.88,209.68,236.14,241.54,240.16,254.38,291.05,321.58,308.76,303.86,288.91,272.05,266.04,248.08,246.67,231.59,209.59,201.92,183.4,193.88,181.76,171.41,185.78,175.51,168.32
Spain,CAIT,Transportation,CO2,MtCO₂e,91.16,88.3,85.11,82.06,81.62,82.63,91.96,98.42,101.3,109.9,116.1,113.13,109.51,105.74,101.38,96.4,94.63,90.46,88.5,84.23,76.83,76.89,71.96,70.71,68.39,69.38,65.83,63.21
Sri Lanka,CAIT,Total including LUCF,CO2,MtCO₂e,26.12,24.73,23.17,20.41,17.3,19.67,18.27,15.33,14.55,15.08,15.86,14.7,18.83,17.72,17.26,16.23,15.7,14.54,13.1,12.22,11.95,11.96,9.43,9.38,8.7,8.86,7.59,7.45
Sri Lanka,CAIT,Transportation,CO2,MtCO₂e,10.44,9.36,8.68,8.13,7.73,7.37,7.38,6.92,5.5,6.02,6.57,5.99,6.32,5.84,5.66,5.32,5.22,5.16,5.4,4.88,4.67,5.08,3.7,3.48,2.99,2.8,2.51,2.5
Sudan,CAIT,Total including LUCF,CO2,MtCO₂e,66.54,66.68,64.0,61.53,60.7,61.41,91.28,75.74,100.58,70.56,66.65,67.04,94.87,103.08,84.72,108.79,89.0,53.54,52.3,53.68,51.81,50.08,60.69,60.89,59.42,60.76,61.03,61.59
Sudan,CAIT,Transportation,CO2,MtCO₂e,11.06,11.16,9.8,9.24,8.9,8.45,8.71,8.53,7.59,7.63,6.36,5.83,4.85,4.08,3.74,3.91,3.42,2.65,2.43,2.98,3.13,2.65,2.79,2.98,2.05,3.12,3.13,3.96
Suriname,CAIT,Total including LUCF,CO2,MtCO₂e,5.46,5.64,7.38,6.33,5.99,5.87,5.36,5.07,5.59,5.08,4.23,4.86,4.73,6.41,7.33,4.86,4.09,4.01,4.78,5.37,5.03,4.88,5.66,5.64,5.64,5.63,5.62,5.34
Suriname,CAIT,Transportation,CO2,MtCO₂e,0.61,0.61,0.68,0.67,0.62,0.69,0.57,0.67,0.59,0.57,0.54,0.53,0.5,0.47,0.46,0.43,0.3,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sweden,CAIT,Total including LUCF,CO2,MtCO₂e,34.32,34.78,35.19,35.24,36.49,38.08,40.5,44.0,38.61,41.8,42.73,44.55,-1.2,2.09,3.62,2.41,0.87,32.85,36.84,37.97,36.96,43.22,37.8,38.06,36.08,36.32,33.81,32.92
Sweden,CAIT,Transportation,CO2,MtCO₂e,17.33,17.59,18.41,18.36,18.85,19.35,20.38,20.67,20.29,20.82,21.26,21.11,20.99,22.04,21.64,21.35,21.14,21.21,21.07,20.63,20.33,20.1,20.34,20.15,19.44,20.34,19.56,19.86
Switzerland,CAIT,Total including LUCF,CO2,MtCO₂e,37.09,38.07,37.5,38.19,41.95,40.94,39.66,41.84,40.3,41.59,40.17,42.11,44.32,43.75,43.31,42.05,43.65,41.88,42.7,42.42,40.92,42.18,41.61,40.76,41.62,43.87,43.84,41.5
Switzerland,CAIT,Transportation,CO2,MtCO₂e,15.75,16.04,16.2,16.92,17.08,17.13,16.98,17.18,17.24,17.45,17.04,16.7,16.57,16.49,16.39,16.27,16.24,16.55,14.97,14.99,14.85,14.39,14.37,14.62,14.27,15.29,14.95,14.51
Syria,CAIT,Total including LUCF,CO2,MtCO₂e,27.88,25.24,24.83,25.86,29.31,44.78,54.71,57.45,56.91,61.82,59.87,56.58,54.04,43.13,40.73,40.44,39.75,38.0,37.75,38.52,35.62,35.27,32.16,30.35,29.23,29.86,30.58,28.03
Syria,CAIT,Transportation,CO2,MtCO₂e,6.84,6.13,5.71,6.04,6.51,10.57,12.92,12.96,13.13,15.69,15.48,14.47,13.63,10.34,7.86,8.73,8.04,8.46,8.01,9.31,9.0,8.81,7.51,7.53,7.51,7.15,7.6,7.24
Tajikistan,CAIT,Total including LUCF,CO2,MtCO₂e,6.37,5.96,4.76,4.47,3.16,2.99,2.54,2.42,2.39,3.03,3.25,2.67,2.45,2.58,2.17,2.13,2.15,2.29,2.63,2.86,2.6,2.33,2.6,3.12,5.25,7.76,10.27,11.11
Tajikistan,CAIT,Transportation,CO2,MtCO₂e,1.18,1.29,1.33,1.54,0.9,0.88,0.29,0.27,0.24,0.25,0.26,0.16,0.12,0.13,0.1,0.12,0.09,0.04,0.06,0.12,0.14,0.14,0.18,0.2,0.29,0.37,0.73,0.73
Tanzania,CAIT,Total including LUCF,CO2,MtCO₂e,211.37,210.92,216.52,210.98,211.36,214.03,220.42,229.18,230.38,238.06,235.68,228.96,249.83,242.3,239.27,225.81,234.1,211.85,228.41,232.37,222.38,233.42,227.62,226.8,226.8,226.75,226.75,226.78
Tanzania,CAIT,Transportation,CO2,MtCO₂e,5.38,5.32,5.71,5.46,5.66,5.18,4.03,3.54,3.02,3.1,2.85,2.91,2.76,2.4,2.31,2.2,1.75,1.46,1.16,1.39,1.18,1.2,0.9,0.71,0.71,0.68,0.66,0.7
Thailand,CAIT,Total including LUCF,CO2,MtCO₂e,274.44,274.51,276.84,272.88,276.22,265.83,248.38,234.96,220.38,227.4,223.23,217.16,220.31,214.49,195.03,187.32,176.01,174.26,173.63,166.96,187.89,184.71,166.02,147.49,133.33,118.7,108.94,99.83
Thailand,CAIT,Transportation,CO2,MtCO₂e,75.32,69.07,64.88,60.56,62.46,62.85,60.2,57.19,56.36,53.07,55.63,51.27,54.95,54.98,51.2,47.92,45.38,44.2,45.32,43.97,50.85,51.11,46.8,39.27,35.34,30.01,28.35,27.35
Timor-Leste,CAIT,Total including LUCF,CO2,MtCO₂e,6.7,6.79,6.71,6.63,6.56,6.4,6.35,7.67,7.66,7.64,7.63,7.63,6.95,6.94,6.91,6.91,6.74,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57
Timor-Leste,CAIT,Transportation,CO2,MtCO₂e,0.09,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,CAIT,Total including LUCF,CO2,MtCO₂e,8.63,8.86,8.38,8.14,8.3,8.79,9.07,9.08,9.28,8.02,7.95,8.02,8.32,8.35,8.4,7.91,7.75,7.92,8.36,7.86,7.42,8.01,7.63,7.56,7.29,7.4,7.58,7.63
Togo,CAIT,Transportation,CO2,MtCO₂e,0.89,0.61,0.71,0.4,0.74,1.26,1.48,1.6,1.93,0.87,0.64,0.58,0.61,0.64,0.7,0.48,0.29,0.43,0.58,0.48,0.43,0.66,0.39,0.32,0.17,0.27,0.32,0.43
Tonga,CAIT,Total including LUCF,CO2,MtCO₂e,0.18,0.15,0.11,0.11,0.12,0.11,0.11,-0.39,-0.37,-0.38,-0.38,-0.36,0.13,0.13,0.12,0.1,0.1,0.1,0.11,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.09,0.08
Tonga,CAIT,Transportation,CO2,MtCO₂e,0.13,0.1,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.08,0.08,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0.07,0.06,0.07,0.05,0.07,0.07,0.06,0.05,0.07,0.06
Trinidad and Tobago,CAIT,Total including LUCF,CO2,MtCO₂e,17.69,17.73,20.75,21.42,22.23,21.62,22.69,22.95,20.52,21.47,22.4,22.55,19.76,16.07,15.41,16.11,15.53,14.65,14.5,14.39,14.06,13.59,13.45,13.31,12.76,12.22,13.29,14.4
Trinidad and Tobago,CAIT,Transportation,CO2,MtCO₂e,3.05,3.03,3.37,3.35,2.98,3.11,3.19,3.2,3.05,3.0,2.78,2.63,2.15,2.05,1.69,1.69,1.64,1.64,1.57,1.56,1.51,1.39,1.34,1.28,1.22,1.36,1.42,1.35
Tunisia,CAIT,Total including LUCF,CO2,MtCO₂e,29.6,28.69,29.38,28.54,26.48,26.39,25.43,26.93,24.58,24.28,24.01,23.56,22.7,22.39,21.43,21.29,21.21,20.27,19.18,18.26,17.52,16.94,16.38,15.99,15.86,14.52,13.76,13.09
Tunisia,CAIT,Transportation,CO2,MtCO₂e,7.62,7.08,6.73,6.33,6.06,6.36,6.4,6.86,5.72,4.65,4.81,4.56,4.59,4.42,4.38,4.24,4.13,4.03,3.84,3.61,3.51,3.32,3.2,3.1,2.96,2.64,2.56,2.49
Turkey,CAIT,Total including LUCF,CO2,MtCO₂e,351.03,309.72,286.72,275.77,253.3,264.01,252.85,242.19,232.9,232.27,234.04,206.16,205.1,194.7,189.26,178.21,167.87,195.14,171.39,172.38,172.12,163.97,146.78,132.46,134.16,128.35,122.35,117.75
Turkey,CAIT,Transportation,CO2,MtCO₂e,82.84,79.15,72.51,60.93,57.2,51.06,44.0,43.39,44.26,44.67,47.45,41.65,36.94,35.74,35.13,35.08,33.31,34.74,33.3,31.72,34.35,36.99,35.2,31.34,32.27,27.11,26.56,27.85
Turkmenistan,CAIT,Total including LUCF,CO2,MtCO₂e,71.96,72.02,72.08,69.49,67.78,66.3,63.41,57.36,50.38,56.85,56.2,49.73,48.06,46.52,44.12,39.62,37.79,36.85,35.77,30.59,29.94,29.69,33.43,32.87,26.63,28.1,37.79,44.65
Turkmenistan,CAIT,Transportation,CO2,MtCO₂e,11.77,11.77,11.77,11.77,11.12,10.39,9.97,8.26,7.22,9.54,9.18,8.61,8.64,8.27,8.19,7.3,6.62,6.5,4.15,3.26,2.69,4.49,3.99,4.25,7.09,6.88,8.8,9.82
Tuvalu,CAIT,Total including LUCF,CO2,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,CAIT,Transportation,CO2,MtCO₂e,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,CAIT,Total including LUCF,CO2,MtCO₂e,32.1,31.93,32.2,31.51,31.12,30.48,30.86,29.77,29.85,29.25,27.8,29.92,25.31,24.55,23.86,22.86,20.84,22.28,22.18,22.61,21.78,22.08,21.98,21.75,21.83,21.84,21.83,21.8
Uganda,CAIT,Transportation,CO2,MtCO₂e,3.22,3.2,2.38,2.62,2.34,2.11,1.78,1.6,1.33,1.32,1.15,1.25,1.14,1.05,0.95,0.93,0.91,0.9,0.89,0.88,0.77,0.73,0.72,0.55,0.6,0.61,0.61,0.59
Ukraine,CAIT,Total including LUCF,CO2,MtCO₂e,168.0,194.41,190.28,235.01,261.16,273.53,277.86,247.16,231.36,280.65,291.01,282.14,271.26,283.4,306.63,283.73,276.32,249.05,257.69,261.32,280.27,298.18,353.09,369.51,453.16,528.49,603.92,640.61
Ukraine,CAIT,Transportation,CO2,MtCO₂e,25.46,24.4,23.15,27.0,31.36,31.3,33.69,33.91,33.42,39.92,39.95,30.23,30.59,31.17,29.17,29.7,28.47,26.92,28.1,33.58,35.9,30.15,33.32,32.25,35.44,40.95,66.11,54.86
United Arab Emirates,CAIT,Total including LUCF,CO2,MtCO₂e,208.04,199.25,193.83,183.63,183.89,175.52,166.11,162.6,156.97,155.98,131.48,121.24,116.22,109.93,103.48,98.07,96.21,83.34,84.81,82.66,80.26,74.62,71.45,67.1,60.96,58.44,60.31,54.21
United Arab Emirates,CAIT,Transportation,CO2,MtCO₂e,40.72,34.63,30.88,35.58,34.67,30.76,30.09,30.06,28.8,26.16,24.59,23.92,22.75,21.07,20.86,18.77,16.28,14.85,13.57,13.19,13.2,13.27,13.11,12.49,12.6,11.81,11.62,11.29
United Kingdom,CAIT,Total including LUCF,CO2,MtCO₂e,353.61,366.12,387.69,402.08,440.29,454.67,431.77,469.86,453.12,502.38,517.61,529.68,527.94,529.56,530.24,517.48,531.83,517.43,509.67,512.34,509.63,531.97,511.56,522.66,527.79,540.24,557.6,543.95
United Kingdom,CAIT,Transportation,CO2,MtCO₂e,122.09,121.63,118.82,115.64,114.17,114.91,115.4,116.85,118.32,122.74,129.55,128.85,127.2,125.98,124.57,123.17,121.9,122.95,124.73,121.19,121.95,120.86,116.33,117.38,117.0,115.83,114.36,114.97
United States,CAIT,Total including LUCF,CO2,MtCO₂e,4716.1,4791.02,4914.31,5036.56,5007.45,4880.97,5144.4,5028.66,4795.69,5181.09,5471.23,5300.07,5394.82,5406.29,5275.83,5231.03,5356.38,5394.55,5246.5,5209.77,5161.4,4907.3,4798.49,4744.83,4671.94,4551.8,4479.68,4516.58
United States,CAIT,Transportation,CO2,MtCO₂e,1724.02,1711.22,1700.05,1639.85,1646.94,1597.53,1633.59,1679.77,1622.55,1708.27,1806.37,1806.02,1807.72,1788.67,1766.76,1741.64,1720.04,1717.85,1686.18,1640.36,1602.13,1577.19,1537.76,1506.9,1454.19,1430.66,1399.67,1426.97
Uruguay,CAIT,Total including LUCF,CO2,MtCO₂e,-4.45,-4.0,-3.93,-4.03,-3.16,-2.0,-2.88,-13.05,-11.65,-11.57,-13.48,-13.0,-8.38,-8.44,-9.4,-9.36,-8.95,-20.09,-18.76,-19.76,-19.99,-20.1,-20.85,-21.28,-21.05,-20.77,-21.17,-21.69
Uruguay,CAIT,Transportation,CO2,MtCO₂e,3.68,3.52,3.45,3.42,3.43,3.27,3.23,3.1,2.94,2.73,2.68,2.5,2.27,2.21,2.09,2.18,2.41,2.52,2.78,2.69,2.52,2.32,2.18,2.2,1.96,1.73,1.61,1.52
Uzbekistan,CAIT,Total including LUCF,CO2,MtCO₂e,94.95,90.92,85.11,88.98,96.71,94.87,108.61,121.24,113.04,122.88,117.03,120.61,112.24,118.86,115.75,122.82,120.17,119.42,112.67,111.45,96.18,94.82,93.85,104.9,111.46,110.8,116.24,115.42
Uzbekistan,CAIT,Transportation,CO2,MtCO₂e,7.92,7.34,7.47,8.1,8.91,9.21,10.34,10.99,10.53,10.81,10.57,10.61,10.51,10.41,10.46,10.92,11.27,10.94,10.5,10.23,9.49,9.37,6.86,4.27,4.77,5.43,6.94,7.69
Vanuatu,CAIT,Total including LUCF,CO2,MtCO₂e,0.15,0.17,0.12,0.15,0.1,0.11,0.12,0.1,0.1,0.07,0.09,0.04,0.05,0.05,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.04
Vanuatu,CAIT,Transportation,CO2,MtCO₂e,0.11,0.13,0.1,0.12,0.07,0.08,0.09,0.08,0.08,0.05,0.07,0.02,0.02,0.02,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04
Venezuela,CAIT,Total including LUCF,CO2,MtCO₂e,232.37,245.68,249.0,258.17,268.98,247.4,233.27,191.71,165.37,168.33,164.58,158.38,275.58,257.62,266.91,259.68,271.29,245.05,238.69,244.68,247.01,242.01,235.01,228.4,228.21,222.82,220.46,221.19
Venezuela,CAIT,Transportation,CO2,MtCO₂e,37.3,40.78,46.64,53.59,54.5,55.55,50.84,48.6,50.26,49.51,47.44,43.8,41.55,34.84,34.37,38.47,36.2,33.94,32.89,33.23,32.45,34.83,33.49,32.4,31.91,29.78,30.25,28.55
Vietnam,CAIT,Total including LUCF,CO2,MtCO₂e,198.84,200.57,185.72,145.64,131.92,123.8,125.57,138.66,120.71,106.6,94.42,84.75,70.48,62.79,48.46,46.78,33.91,0.96,-4.1,-4.36,-9.25,-15.14,-18.86,-22.43,-24.93,-29.87,-30.87,-30.77
Vietnam,CAIT,Transportation,CO2,MtCO₂e,38.19,36.49,33.05,29.96,29.3,30.06,30.51,31.07,28.93,24.1,22.64,19.34,19.36,19.16,15.65,13.84,11.3,10.57,9.83,9.2,8.75,8.0,7.27,7.61,6.9,4.42,3.94,4.17
World,CAIT,Total including LUCF,CO2,MtCO₂e,37121.45,36654.53,37115.41,37055.43,36848.07,36271.92,35879.99,34844.99,33297.91,33448.86,33180.53,32450.66,32328.67,31452.8,29963.3,29163.91,28100.04,27265.43,26610.76,26683.24,26989.99,25932.75,25820.73,25196.62,25060.36,24924.61,24992.74,24786.26
World,CAIT,Transportation,CO2,MtCO₂e,8078.45,7878.14,7717.01,7498.34,7373.42,7182.12,7126.58,7011.93,6724.1,6862.6,6856.17,6649.63,6498.62,6358.37,6076.41,5951.04,5800.87,5770.25,5592.43,5431.29,5309.68,5232.37,5024.9,4891.4,4794.31,4753.49,4648.55,4609.04
Yemen,CAIT,Total including LUCF,CO2,MtCO₂e,10.06,10.88,14.21,26.71,26.35,19.68,20.69,23.99,25.65,22.01,20.63,19.41,19.38,18.4,17.4,15.14,15.08,13.89,13.17,11.73,10.85,10.08,9.87,8.48,8.12,9.13,8.5,6.64
Yemen,CAIT,Transportation,CO2,MtCO₂e,2.56,2.64,3.04,8.38,8.3,5.48,6.66,7.15,8.15,5.04,4.72,5.17,5.57,5.22,5.03,4.25,4.84,4.4,4.51,4.08,3.78,3.76,3.96,4.45,4.41,5.41,5.13,4.01
Zambia,CAIT,Total including LUCF,CO2,MtCO₂e,348.22,346.82,330.16,307.42,327.58,318.67,304.07,330.24,297.22,339.11,325.42,348.53,408.27,351.93,342.02,326.97,286.13,298.42,263.19,290.78,285.41,312.59,338.75,338.77,339.14,339.47,339.5,339.37
Zambia,CAIT,Transportation,CO2,MtCO₂e,2.06,2.07,2.1,1.88,1.66,1.61,1.34,1.23,1.15,0.98,0.9,1.02,0.99,0.92,0.86,0.81,0.77,0.73,0.67,0.7,0.73,0.63,0.81,0.81,0.66,0.93,0.97,0.77
